Cites,Authors,Document Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
7,"T Modi, S Sanawada, J Patel","A review paper on Optimization of process parameter of EDM for air hardening tool steel",2015,"Int. Journal of Engineering Research and Applications …","","","https://scholar.google.com/scholar?cites=3720798643350072587&as_sdt=2005&sciodt=0,5&hl=en",233,"2020-01-23 14:01:29","CITATION","","","",,,,,7,1.40,2,3,5,""
11,"D Barrenetxea, JI Marquinez, J Álvarez…","Model-based assistant tool for the setting-up and optimization of centerless grinding process",2012,"Machining science …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10910344.2012.729480","https://scholar.google.com/scholar?cites=16177590682621891309&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-01-23 14:01:29","","","","",,,,,11,1.38,3,4,8,"Recent advances in process modeling allow for more accurate prediction of complex phenomena. A combination of different modeling approaches makes it possible to develop new products to set up, control and optimize machining operations. In the near future, a …"
11,"MH Sanchez, CP Agoglia, KF Brown","The effectiveness of interactive professional learning experiences as a pedagogical tool: Evidence from an audit setting",2012,"Journal of Accounting Education","Elsevier","https://www.sciencedirect.com/science/article/pii/S0748575112000486","https://scholar.google.com/scholar?cites=11632080950193101242&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-01-23 14:01:29","","","","",,,,,11,1.38,4,3,8,"This paper describes an interactive professional learning experience (IPLE) and provides guidance for implementing an IPLE in an audit classroom. The IPLE described in this paper exposes students to a realistic practice environment within the classroom by bringing …"
8,"S Kumar, S Kundu, R Chaudhary","Optimization of process parameter and experimental investigation of MRR on H-13 die tool steel using EDM with application of Taguchi technique",2014,"International Journal of …","indianjournals.com","http://www.indianjournals.com/ijor.aspx?target=ijor:ijemr&volume=4&issue=4&article=031","https://scholar.google.com/scholar?cites=6672333944933099459&as_sdt=2005&sciodt=0,5&hl=en",76,"2020-01-23 14:01:29","","","","",,,,,8,1.33,3,3,6,"H-13 is die tool steel, it have widely applications in the Hot punches and dies for blanking, bending, swaging and forging, Hot extrusion dies for aluminum, cores, ejector pins, inserts, Nozzles for aluminum, tin and lead die casting, Hot shear blades etc. as the H-13 steel has …"
4,"M Tramonti","Reinforcing learning setting through the use of digital tools",2017,"Digital Presentation and preservation of Cultural and …","ceeol.com","https://www.ceeol.com/search/article-detail?id=562338","https://scholar.google.com/scholar?cites=6648280242570021668&as_sdt=2005&sciodt=0,5&hl=en",92,"2020-01-23 14:01:29","","","","",,,,,4,1.33,4,1,3,"The tremendous digital revolution is generating, in our society, complex trans-formations in teaching and learning setting. This will conduct innovation in education towards a new quality. This paper presents some possible examples on how digital tools can be introduced …"
4,"P Zou, M Rajora, M Ma, H Chen…","Electrochemical Micro-Machining Process Parameter Optimization Using a Neural Network-Genetic Algorithm Based Approach",2017,"Proceedings of the …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/f8b6/e67fdf7c9979d4f986e76aec4982ecaec888.pdf","https://scholar.google.com/scholar?cites=1549664011595652918&as_sdt=2005&sciodt=0,5&hl=en",100,"2020-01-23 14:01:29","PDF","","","",,,,,4,1.33,1,5,3,"In spite of much work done in mapping between the process parameters and performance indicators of electrochemical micro-machining (EMM), very sparse research is available on the optimization of its process parameters. In this article, first, an ANN trained using a hybrid …"
4,"JM Pujara, KD Kothari, AV Gohil","Process parameter optimization for MRR and surface roughness during machining LM6 aluminum MMC on WEDM",2017,"Advanced Engineering Forum","Trans Tech Publ","https://www.scientific.net/AEF.20.42","https://scholar.google.com/scholar?cites=4954010483424264890&as_sdt=2005&sciodt=0,5&hl=en",102,"2020-01-23 14:01:29","","","","",,,,,4,1.33,1,3,3,"Article Preview Article Preview Article Preview WEDM process is newly emerged machining method in past decade which uses spark erosion method for the material removal while machining using high current. This method has shown high dimensional accuracy but gave …"
4,"RG Hernandez, A Hopkins, KR Collins","Rotational learning plans: introducing programmatic tools and practices toward meaningful and continuous goal setting within residency training",2017,"Academic pediatrics","academicpedsjnl.net","https://www.academicpedsjnl.net/article/S1876-2859(17)30319-4/abstract","https://scholar.google.com/scholar?cites=14736272254813796029&as_sdt=2005&sciodt=0,5&hl=en",103,"2020-01-23 14:01:29","","","","",,,,,4,1.33,1,3,3,"SELF-DIRECTED LEARNING AND individualized goal setting are identified as skills essential to lifelong learning and becoming an effective physician. 1 Recognizing the importance of developing these skills, few training programs implement practices that …"
13,"A Kahr‐Højland","EGO‐TRAP: A Mobile Augmented Reality Tool for Science Learning in a Semi‐formal Setting",2010,"Curator: The Museum Journal","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.2151-6952.2010.00050.x","https://scholar.google.com/scholar?cites=11083358148143481179&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-01-23 14:01:29","","","","",,,,,13,1.30,13,1,10,"EGO‐TRAP is a cellphone‐facilitated interactive narrative game created at the Experimentarium in Copenhagen. Designed to support scientific literacy among students from upper secondary schools, the project is part of a reform that has increased focus on …"
5,"PP Chauhan, DY Patel, SK Shah","Optimization of Stability Indicating RP-HPLC method for The Estimation of an Antidepressant Agents Alprazolam and Imipramine in Pure & Pharmaceutical …",2016,"Eurasian Journal of Analytical Chemistry","","","https://scholar.google.com/scholar?cites=828772167379612929&as_sdt=2005&sciodt=0,5&hl=en",259,"2020-01-23 14:01:29","CITATION","","","",,,,,5,1.25,2,3,4,""
8,"X Li, MJ Er, H Ge, OP Gan, S Huang…","Adaptive network fuzzy inference system and support vector machine learning for tool wear estimation in high speed milling processes",2012,"IECON 2012-38th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6389448/","https://scholar.google.com/scholar?cites=4396078846376520440&as_sdt=2005&sciodt=0,5&hl=en",65,"2020-01-23 14:01:29","","","","",,,,,8,1.00,1,6,8,"In metal cutting processes, tool condition monitoring (TCM) plays an important role in maintaining the quality of surface finishing. Monitoring of tool wear in order to prevent surface damage is one of the difficult tasks in the context of TCM. Through early detection …"
4,"CG Suárez, PD Reigosa, F Iannuzzo…","Parameter extraction for PSpice models by means of an automated optimization tool-an IGBT model study case",2016,"PCIM Europe 2016; …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7499439/","https://scholar.google.com/scholar?cites=9683262297024358648&as_sdt=2005&sciodt=0,5&hl=en",68,"2020-01-23 14:01:29","","","","",,,,,4,1.00,1,4,4,"An original tool for parameter extraction of PSpice models has been released, enabling a simple parameter identification. A physics-based IGBT model is used to demonstrate that the optimization tool is capable of generating a set of parameters which predicts the steady-state …"
7,"AW Churchill, P Husbands…","Multi-objective tool sequence and parameter optimization for rough milling applications",2013,"2013 IEEE Congress on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6557737/","https://scholar.google.com/scholar?cites=2747886838322765983&as_sdt=2005&sciodt=0,5&hl=en",69,"2020-01-23 14:01:29","","","","",,,,,7,1.00,2,3,7,"In this paper a new, evolutionary multi-objective approach is introduced to tool sequence optimization in rough milling. Previous research has focused on the optimization of either the tool sequence or associated cutting parameters. Here, the tool sequence and a machining …"
8,"R Tiwari, A Jain, D Maliwal…","Multicriteria optimization methodology in development of HPLC method for simultaneous estimation of indapamide and perindopril in bulk drug and its …",2012,"Asian J. Pharm. Clin …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/2655/99854a49f74d91418a20ae49d1424a4c877a.pdf","https://scholar.google.com/scholar?cites=4304435018661625647&as_sdt=2005&sciodt=0,5&hl=en",81,"2020-01-23 14:01:29","PDF","","","",,,,,8,1.00,2,4,8,"Multicriteria optimization methodology was applied for development of isocratic reversed-phased HPLC method for simultaneous determination of Indapamide and Perindopril. In the first stage of method development, pH value of the water phase, percentage of methanol …"
4,"W Liu, Y Hu, J Zhou, R Lu…","Study of surface quality and cutting parameter optimization in side milling CFRP with diamond coated carbide tool",2016,"ASME 2016 …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/IMECE/proceedings-abstract/IMECE2016/50527/V002T02A003/265243","https://scholar.google.com/scholar?cites=12903216416760857190&as_sdt=2005&sciodt=0,5&hl=en",104,"2020-01-23 14:01:29","","","","",,,,,4,1.00,1,5,4,"Composite machining is one of the hot researches currently, and optimal cutting parameters are particularly important to get ideal surface and reduce processing cost of workpiece. By comparison, the present paper selects the surface root mean square deviation Sq as the …"
3,"Y Zhang, Y Huang, WJ Shao, W Ming","Research on MCVE piston machining and process parameter optimization",2017,"The International Journal of …","Springer","https://link.springer.com/article/10.1007/s00170-017-0838-4","https://scholar.google.com/scholar?cites=1975347325714518084&as_sdt=2005&sciodt=0,5&hl=en",106,"2020-01-23 14:01:29","","","","",,,,,3,1.00,1,4,3,"A piston is an important part of an engine. Its shape is designed into middle-convex and varying ellipse (MCVE) to adapt to the complex working environment. The main requirements of MCVE piston machining are high frequency response, small range tool …"
3,"UK Mohanty, J Rana, A Sharma","Multi-objective optimization of electro-discharge machining (EDM) parameter for sustainable machining",2017,"Materials Today: Proceedings","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785317315687","https://scholar.google.com/scholar?cites=12366636779399881633&as_sdt=2005&sciodt=0,5&hl=en",107,"2020-01-23 14:01:29","","","","",,,,,3,1.00,1,3,3,"In the present investigation, experiments have been planned using L 9 orthogonal array to obtain optimal level combination of input process parameters such as current, pulse on time and voltage. A multi-objective optimization technique using Vikor Index has been used to …"
3,"R Moresco, T Afonso, VG Uarrota, BB Navarro…","Classification Tools for Carotenoid Content Estimation in Manihot esculenta via Metabolomics and Machine Learning",2017,"… Conference on Practical …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-60816-7_34","https://scholar.google.com/scholar?cites=14904699373854901353&as_sdt=2005&sciodt=0,5&hl=en",118,"2020-01-23 14:01:29","","","","",,,,,3,1.00,1,5,3,"Abstract Cassava genotypes (Manihot esculenta Crantz) with high pro-vitamin A activity have been identified as a strategy to reduce the prevalence of deficiency of this vitamin. The color variability of cassava roots, which can vary from white to red, is related to the presence …"
2,"PK Shrivastava, AK Pandey","Optimization of machining parameter during the laser cutting of Inconel-718 sheet using regression analysis based particle swarm optimization method",2018,"Materials Today: Proceedings","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785318325069","https://scholar.google.com/scholar?cites=12642491556610193565&as_sdt=2005&sciodt=0,5&hl=en",126,"2020-01-23 14:01:29","","","","",,,,,2,1.00,1,2,2,"This experimental work describes the utilization of a hybrid approach of regression modeling and particle swarm optimization (PSO) for optimizing the process parameters during the laser cutting of the Inconel-718 sheet. The experiments have been performed by using four …"
2,"S Giduturi, A Kuma","Parameter optimization of wire EDM for H-13 tool steel",2018,"International Journal of Current …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/8182/e692abd81af8043b3dbc16931c228513cffb.pdf","https://scholar.google.com/scholar?cites=954399604616956366&as_sdt=2005&sciodt=0,5&hl=en",132,"2020-01-23 14:01:29","PDF","","","",,,,,2,1.00,1,2,2,"Abstract Wire Electrical Discharge Machining (WEDM) is a widely accepted non-traditional material removal process used to manufacture components with intricate shapes and profiles. It is considered as a unique adaptation of the conventional EDM process, which …"
2,"LK Sharma, D Gehlot, AK Sharma…","RSM application for optimization of ECMM parameter using S1 Tool steel",2018,"… Journal of Advance …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/e2d0/b6c5983ef84209983fb4868feeb81c31ed80.pdf","https://scholar.google.com/scholar?cites=3595161982611739613&as_sdt=2005&sciodt=0,5&hl=en",134,"2020-01-23 14:01:29","PDF","","","",,,,,2,1.00,1,4,2,"ABSTRACT S1 tool steel (60WCrV7) are used for the production of cold shear knives, ejector pins, air hammers etc. It is very difficult to machine S1 Tool steel alloys using conventional machine tools due to high toughness, impact resistance, dimensional stability …"
1,"E Burns, L Hunter, Z Rodd, M MacLeod, L Smith","Developing and evaluating an online learning tool to improve midwives' accuracy of visual estimation of blood loss during waterbirth: An experimental study",2019,"Midwifery","Elsevier","https://www.sciencedirect.com/science/article/pii/S0266613818303036","https://scholar.google.com/scholar?cites=17914714493937504979&as_sdt=2005&sciodt=0,5&hl=en",150,"2020-01-23 14:01:29","","","","",,,,,1,1.00,0,5,1,"Objective The principal objective was to test the effectiveness of an online learning tool to improve midwives' accuracy of blood loss estimations in a birthing pool environment. The secondary objective was to assess the acceptability of the online learning tool to the …"
1,"GG Bessegato, LC De Almeida, SLC Ferreira…","Experimental design as a tool for parameter optimization of photoelectrocatalytic degradation of a textile dye",2019,"Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2213343719303872","https://scholar.google.com/scholar?cites=18040015469304773227&as_sdt=2005&sciodt=0,5&hl=en",183,"2020-01-23 14:01:29","","","","",,,,,1,1.00,0,4,1,"Although several factors are found to influence the efficiency of photoelectrocatalytic oxidation, univariate optimization may not provide some relevant information, such as the existence of interaction between the factors. This article describes the optimization of …"
8,"J Bagyalakshmi, SM Philip…","Development and optimization of RP-HPLC method for the estimation of s (-) amlodipine in tablet dosage form",2011,"Der Pharma …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/2c12/5b0310973fd706828caab4424240a847bd76.pdf","https://scholar.google.com/scholar?cites=4284007807752780325&as_sdt=2005&sciodt=0,5&hl=en",74,"2020-01-23 14:01:29","PDF","","","",,,,,8,0.89,3,3,9,"ABSTRACT S (-) amlodipine is a potent calcium channel blocker used for the treatment of hypertension, congestive heart failure and angina pectoris. S (-) amlodipine avoids the adverse effect of amlodipine in racemic mixtures. The RP-HPLC method developed for the …"
6,"E Wang, B Wu, Y Hu, S Yang, Y Cheng","Dynamic parameter identification of tool-spindle interface based on RCSA and particle swarm optimization",2013,"Shock and Vibration","content.iospress.com","https://content.iospress.com/articles/shock-and-vibration/sav00728","https://scholar.google.com/scholar?cites=3232037067122235565&as_sdt=2005&sciodt=0,5&hl=en",80,"2020-01-23 14:01:29","","","","",,,,,6,0.86,1,5,7,"In order to ensure the stability of machining processes, the tool point frequency response functions (FRFs) should be obtained initially. By the receptance coupling substructure analysis (RCSA), the tool point FRFs can be generated quickly for any combination of holder …"
6,"G Sridhar, P Ramesh Babu","Cutting parameter optimization for minimizing machining distortion of thin wall thin floor avionic components using Taguchi technique",2013,"Int J Mech Eng Technol","","","https://scholar.google.com/scholar?cites=4504559684844578306&as_sdt=2005&sciodt=0,5&hl=en",260,"2020-01-23 14:01:29","CITATION","","","",,,,,6,0.86,3,2,7,""
5,"HR Ghan, SD Ambekar","A review on optimization of cutting parameter for surface roughness, material removal rate and machining time of aluminium LM-26 alloy",2014,"Int. J. Res. Aeronaut. Mech. Eng","","","https://scholar.google.com/scholar?cites=13578634166995801061&as_sdt=2005&sciodt=0,5&hl=en",347,"2020-01-23 14:01:29","CITATION","","","",,,,,5,0.83,3,2,6,""
4,"V Kander, JM Wilmshurst","Training doctors in basic EEG: analysis of a learning tool relevant to resource‐limited settings",2015,"Epileptic Disorders","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1684/epd.2015.0729","https://scholar.google.com/scholar?cites=14015466944485529524&as_sdt=2005&sciodt=0,5&hl=en",73,"2020-01-23 14:01:29","","","","",,,,,4,0.80,2,2,5,"Aim. Clinicians trained to interpret EEG in Africa are scarce. The region is challenged by inadequate access to healthcare professionals and a significant burden of disease, with the result that trained neurophysiologists and epileptologists may not be viewed as an …"
4,"S Dambhare, S Deshmukh…","Machining parameter optimization in turning process for sustainable manufacturing",2015,"International Journal of …","growingscience.com","http://growingscience.com/beta/ijiec/1937-machining-parameter-optimization-in-turning-process-for-sustainable-manufacturing.html","https://scholar.google.com/scholar?cites=10017072250481153932&as_sdt=2005&sciodt=0,5&hl=en",82,"2020-01-23 14:01:29","","","","",,,,,4,0.80,1,3,5,"There is an increase in awareness about sustainable manufacturing process. Manufacturing industries are backbone of a country's economy. Although it is important but there is a great concern about consumption of resources and waste creation. The primary aim of this study …"
4,"BS Chandra, M Prasad","Parameter Optimization while Dry Turning AISI 1045 Steel using CBN Tool by Response Surface Methodology",2015,"GE International Journal of Engineering Research","","","https://scholar.google.com/scholar?cites=4089495845409409405&as_sdt=2005&sciodt=0,5&hl=en",372,"2020-01-23 14:01:29","CITATION","","","",,,,,4,0.80,2,2,5,""
6,"PR Vundavilli, JP Kumar…","Parameter optimization of wire electric discharge machining process using GA and PSO",2012,"… Conference On Advances …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6216257/","https://scholar.google.com/scholar?cites=2561551251443552178&as_sdt=2005&sciodt=0,5&hl=en",71,"2020-01-23 14:01:29","","","","",,,,,6,0.75,2,3,8,"Wire Electric Discharge Machining (WEDM) is one of the important non-traditional machining processes for machining of intricate profiles in conductive and difficult to machine materials. The machining performance of this process largely depends on various process …"
3,"JW Ma, FJ Wang, ZY Jia, YY Gao","Machining parameter optimization in high-speed milling for Inconel 718 curved surface",2016,"Materials and Manufacturing …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10426914.2015.1117623","https://scholar.google.com/scholar?cites=5632105641278482399&as_sdt=2005&sciodt=0,5&hl=en",96,"2020-01-23 14:01:29","","","","",,,,,3,0.75,1,4,4,"Machining technology for nickel-based alloy Inconel 718 is a hotspot and difficult problem in industrial fields and the high-speed milling (HSM) shows obvious superiority in difficult-to-process material machining. As the machining parameters are crucial in processing of …"
3,"AJ Unare, PR Attar","Optimization of process parameter of electrochemical machining of aluminium alloy 7075 by using gray taguchi method",2016,"International Research Journal of Engineering …","academia.edu","https://www.academia.edu/download/54527393/IRJET-V3I721.pdf","https://scholar.google.com/scholar?cites=15749495812089224480&as_sdt=2005&sciodt=0,5&hl=en",105,"2020-01-23 14:01:29","PDF","","","",,,,,3,0.75,2,2,4,"Electrochemical machining is one of the mostly used non-conventional machining processes to machine complicated shapes for electrically conducting but difficult to machine material. ECM has wide application in aerospace, automobile, defense. Aluminium alloy …"
5,"ST Xie, LF Pan","Optimization of machining parameters for parallel turnings using estimation of distribution algorithms",2013,"Advanced Materials Research","Trans Tech Publ","https://www.scientific.net/AMR.753-755.1192","https://scholar.google.com/scholar?cites=10681488467133226726&as_sdt=2005&sciodt=0,5&hl=en",85,"2020-01-23 14:01:29","","","","",,,,,5,0.71,3,2,7,"Article Preview Article Preview Article Preview Optimal machining parameters can lead to considerable savings in manufacturing problems. In this paper, to deal with the nonlinear optimization problem of machining parameters which aims to minimize the unit production …"
4,"A Abdelazim, W Masri…","Motion estimation optimization tools for the emerging high efficiency video coding (HEVC)",2014,"… Information Processing and …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9029/902905/Motion-estimation-optimization-tools-for-the-emerging-high-efficiency-video/10.1117/12.2041166.short","https://scholar.google.com/scholar?cites=3054247962634273267&as_sdt=2005&sciodt=0,5&hl=en",67,"2020-01-23 14:01:29","","","","",,,,,4,0.67,1,3,6,"Recent development in hardware and software allowed a new generation of video quality. However, the development in networking and digital communication is lagging behind. This prompted the establishment of the Joint Collaborative Team on Video Coding (JCT-VC), with …"
6,"Q LI, W CHEN, Z HUANG, Z HUANG…","Research on forming process of automobile cover and technological parameter optimization [J]",2011,"Forging & Stamping …","en.cnki.com.cn","http://en.cnki.com.cn/Article_en/CJFDTotal-DYJE201105007.htm","https://scholar.google.com/scholar?cites=3475884195220344560&as_sdt=2005&sciodt=0,5&hl=en",75,"2020-01-23 14:01:29","","","","",,,,,6,0.67,1,5,9,"The developing period and quality of the automobile cover is difficult to be guaranteed because of its large size, stamping difficulty, cracks at the corners and the winkles at the edge. It used to be designed and manufactured by trial-and-error method and the …"
4,"SK Saini, SK Pradhan","Soft computing techniques for the optimization of machining parameter in CNC turning operation",2014,"International Journal of Emerging …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/e2bb/dfaf38a88362fb4abf41d78629d8a3f581b0.pdf","https://scholar.google.com/scholar?cites=2669852288752196120&as_sdt=2005&sciodt=0,5&hl=en",83,"2020-01-23 14:01:29","PDF","","","",,,,,4,0.67,2,2,6,"Due to global competition in manufacturing industries scenario the conventional machining processes have been replaced by advanced non conventional machining process. Several advanced non-conventional machine tools are available specifically computer numerical …"
2,"C Maurice, F Madrigal, F Lerasle","Hyper-optimization tools comparison for parameter tuning applications",2017,"2017 14th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8078499/","https://scholar.google.com/scholar?cites=4077911809686703682&as_sdt=2005&sciodt=0,5&hl=en",95,"2020-01-23 14:01:29","","","","",,,,,2,0.67,1,3,3,"This paper evaluates and compares different hyperparameters optimization tools that can be used in any vision applications for tuning their underlying free parameters. We focus in the problem of multiple object tracking, as it is widely studied in the literature and offers several …"
2,"VK Mishra, SC Mishra, DN Basu","Simultaneous estimation of parameters in analyzing porous medium combustion—assessment of seven optimization tools",2017,"Numerical Heat Transfer, Part A …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10407782.2016.1139908","https://scholar.google.com/scholar?cites=1778675351293190216&as_sdt=2005&sciodt=0,5&hl=en",111,"2020-01-23 14:01:29","","","","",,,,,2,0.67,1,3,3,"Simultaneous estimation of the gas velocity, scattering albedo, and downstream pore diameter in a two-layer planar porous matrix involving combined mode conduction, convection, and radiation heat transfer with combustion is reported. Non-local thermal …"
2,"D Singh, R Shukla","Parameter optimization of electrochemical machining process using black hole algorithm",2017,"Materials Science and Engineering …","adsabs.harvard.edu","http://adsabs.harvard.edu/abs/2017MS%26E..282a2006S","https://scholar.google.com/scholar?cites=8466795877968655934&as_sdt=2005&sciodt=0,5&hl=en",119,"2020-01-23 14:01:29","","","","",,,,,2,0.67,1,2,3,"Advanced machining processes are significant as higher accuracy in machined component is required in the manufacturing industries. Parameter optimization of machining processes gives optimum control to achieve the desired goals. In this paper, electrochemical machining …"
2,"S Arunkumar, V Muthuraman…","Optimization of the Machining parameter of LM6 Alminium alloy in CNC Turning using Taguchi method",2017,"IOP Conference Series …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1757-899X/183/1/012024/pdf","https://scholar.google.com/scholar?cites=11062504370598674285&as_sdt=2005&sciodt=0,5&hl=en",122,"2020-01-23 14:01:29","PDF","","","",,,,,2,0.67,1,3,3,"Due to widespread use of highly automated machine tools in the industry, manufacturing requires reliable models and methods for the prediction of output performance of machining process. In machining of parts, surface quality is one of the most specified customer …"
2,"TM Chenthil Jegan, D Ravindran","Electrochemical machining process parameter optimization using particle swarm optimization",2017,"Computational Intelligence","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/coin.12139","https://scholar.google.com/scholar?cites=8574192807466455962&as_sdt=2005&sciodt=0,5&hl=en",124,"2020-01-23 14:01:29","","","","",,,,,2,0.67,1,2,3,"Electrochemical machining (ECM) is a nontraditional process used for the machining of hard materials and metal‐matrix composites. Composites are used in several applications such as aerospace, automobile industries, and medical field. The determination of optimal …"
2,"L Li, C Li, Y Tang, L Li","Integration of process planning and cutting parameter optimization for energy-aware CNC machining",2017,"2017 13th IEEE Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8256112/","https://scholar.google.com/scholar?cites=5778226140668556678&as_sdt=2005&sciodt=0,5&hl=en",137,"2020-01-23 14:01:29","","","","",,,,,2,0.67,1,4,3,"This paper presents an integrated approach of process planning and cutting parameter optimization for energy-aware CNC machining. Firstly, the energy characteristics of machining process are explicitly analyzed by considering multiple process flexibilities and …"
5,"J Laru, P Näykki, S Järvelä","Supporting small-group learning with use of multiple Web 2.0 tools in blended learning setting: A case study with learning sciences students",2012,"The Internet and Higher Education","","","https://scholar.google.com/scholar?cites=13425283663695543020&as_sdt=2005&sciodt=0,5&hl=en",318,"2020-01-23 14:01:29","CITATION","","","",,,,,5,0.63,2,3,8,""
6,"C Struck","ZFIT: A MATLAB tool for Thiele-Small parameter fitting and optimization",2010,"Audio Engineering Society Convention 129","aes.org","http://www.aes.org/e-lib/online/browse.cfm?elib=15642","https://scholar.google.com/scholar?cites=18305683950048820280&as_sdt=2005&sciodt=0,5&hl=en",66,"2020-01-23 14:01:29","","","","",,,,,6,0.60,6,1,10,"Over the years, many approaches to the calculation of the Thiele-Small parameters have been presented. Most current methods rely upon curve-fitting to the impedance magnitude data for a specific lumped parameter model. A flexible Matlab least-mean-squares …"
3,"S Chandgude, P Pawar…","Process parameter optimization based on principal components analysis during machining of hardened steel",2015,"International Journal of …","growingscience.com","http://growingscience.com/beta/ijiec/1941-process-parameter-optimization-based-on-principal-components-analysis-during-machining-of-hardened-steel.html","https://scholar.google.com/scholar?cites=9279185639859190302&as_sdt=2005&sciodt=0,5&hl=en",113,"2020-01-23 14:01:29","","","","",,,,,3,0.60,1,3,5,"The optimum selection of process parameters has played an important role for improving the surface finish, minimizing tool wear, increasing material removal rate and reducing machining time of any machining process. In this paper, optimum parameters while …"
3,"A Tavernise, F Bertacchini","Virtual Laboratories as hands-on settings in Science education: some educational tools in the learning of Theory of Complexity and Chaos",2015,"Progress in Education","","","https://scholar.google.com/scholar?cites=5975181295818331158&as_sdt=2005&sciodt=0,5&hl=en",376,"2020-01-23 14:01:29","CITATION","","","",,,,,3,0.60,2,2,5,""
4,"CA Cantrell, NJ Burns, JR Gates","Learning estimation tool",2013,"US Patent App. 13/398,499","Google Patents","https://patents.google.com/patent/US20130216984A1/en","https://scholar.google.com/scholar?cites=3338641479006798919&as_sdt=2005&sciodt=0,5&hl=en",86,"2020-01-23 14:01:29","","","","",,,,,4,0.57,1,3,7,"Apparatus for determining a cost of designing and developing a teaching method to train a group of employees. The apparatus may include a receiver that receives information relating to a first response selected from a first group of predetermined responses. The first group of …"
4,"P Tomasek, YV Shestopalov","Parameter Optimization of Waveguide Filters Employing Analysis of Closed-form Solution.",2013,"PIERS Proceedings","search.ebscohost.com","http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15599450&AN=97453613&h=I5GDLF9dLufCyPHzTRuis4OwuTz29Jrn9L4cip6hHHE13OWn%2FqJAtmAPF7nrdsgIt2ADZkzUk6UV%2B8yDALIlFw%3D%3D&crl=c","https://scholar.google.com/scholar?cites=16059808565270707392&as_sdt=2005&sciodt=0,5&hl=en",94,"2020-01-23 14:01:29","","","","",,,,,4,0.57,2,2,7,"This work aims at computation and optimization of transmission coefficients of waveguide filters formed by one-or multi-sectional diaphragms in a waveguide of rectangular cross-section. An approach for designing band-stop and band-pass filters is proposed employing …"
4,"C Vogt","Optimization of geothermal energy reservoir modeling using advanced numerical tools for stochastic parameter estimation and quantifying uncertainties",2013,"","publications.rwth-aachen.de","http://publications.rwth-aachen.de/record/211527/files/4508.pdf","https://scholar.google.com/scholar?cites=1318567719668226689&as_sdt=2005&sciodt=0,5&hl=en",101,"2020-01-23 14:01:29","BOOK","","","",,,,,4,0.57,4,1,7,"Geothermal energy is an option for low carbon production of heat or electric energy. For further developments of this resource, a major obstacle is the risk of project failure due to uncertain estimates of flow rate and temperature (and, hence, produced power) of …"
5,"R CHAI, C GUO, B QIN, L ZHANG","Analysis and parameter optimization of magnetron exhaust pipe cold forming by extrusion process [J]",2010,"Forging & Stamping Technology","en.cnki.com.cn","http://en.cnki.com.cn/Article_en/CJFDTotal-DYJE201006022.htm","https://scholar.google.com/scholar?cites=8346431409516307114&as_sdt=2005&sciodt=0,5&hl=en",90,"2020-01-23 14:01:29","","","","",,,,,5,0.50,1,4,10,"Forming process scheme of magnetron exhaust pipe cold extrusion was analyzed and carried out according to extrusion theory. The process was simulated using the Deform-3D. The forming law in the cold extrusion process of magnetron exhaust pipe and the …"
