Cites,Authors,Document Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
6,"Z. Liu","Taguchi optimization of process parameters for forming time in incremental sheet forming process",2014,"Materials Science Forum","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84891508473&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891508473&origin=inward",45,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/MSF.773-774.137","0255-5476","https://api.elsevier.com/content/abstract/scopus_id/84891508473",773,,137,143,6,1.00,6,1,6,""
5,"J. Zhou","Multi-objective optimization of stamping forming process of head using Pareto-based genetic algorithm",2015,"Journal of Central South University","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84941283718&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84941283718&origin=inward",54,"2020-01-23 14:24:36","Article","10.1007/s11771-015-2868-0","2095-2899","https://api.elsevier.com/content/abstract/scopus_id/84941283718",22,9,3287,3295,5,1.00,5,1,5,""
5,"J. Xiao","Process parameters optimization of Ti-6Al-4V alloy sheet during hot stretch-creep forming",2015,"Transactions of Nonferrous Metals Society of China (English Edition)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84925004748&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84925004748&origin=inward",55,"2020-01-23 14:24:36","Article","10.1016/S1003-6326(15)63619-6","1003-6326","https://api.elsevier.com/content/abstract/scopus_id/84925004748",25,2,420,428,5,1.00,5,1,5,""
3,"G. Grebenişan","The multi-objective genetic algorithm optimization, of a superplastic forming process, using ansys<sup>®</sup>",2017,"MATEC Web of Conferences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85031670447&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031670447&origin=inward",66,"2020-01-23 14:24:36","Conference Paper","10.1051/matecconf/201712603003","2261-236X","https://api.elsevier.com/content/abstract/scopus_id/85031670447",126,,,,3,1.00,3,1,3,""
1,"S. Basak","Parameter optimization and texture evolution in single point incremental sheet forming process",2020,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065654526&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065654526&origin=inward",100,"2020-01-23 14:24:36","Article","10.1177/0954405419846001","0954-4054","https://api.elsevier.com/content/abstract/scopus_id/85065654526",234,1,126,139,1,1.00,1,1,1,""
1,"M. Dakhli","Optimization of processing parameters and surface roughness of metallic sheets plastically deformed by incremental forming process",2019,"International Journal of Advanced Manufacturing Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059578812&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059578812&origin=inward",102,"2020-01-23 14:24:36","Article","10.1007/s00170-018-03265-x","0268-3768","https://api.elsevier.com/content/abstract/scopus_id/85059578812",102,1,977,990,1,1.00,1,1,1,""
1,"K. Xue","Forming defect control and optimization of multi-step spinning thickening process considering the variation of spinning gap",2019,"International Journal of Advanced Manufacturing Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056712944&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056712944&origin=inward",103,"2020-01-23 14:24:36","Article","10.1007/s00170-018-2960-3","0268-3768","https://api.elsevier.com/content/abstract/scopus_id/85056712944",101,5,1183,1196,1,1.00,1,1,1,""
6,"D. Yang","Optimization of the preform shape in the three-stage forming process of the shielded slot plate in fuel cell manufacturing",2013,"AIP Conference Proceedings","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84878516902&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878516902&origin=inward",46,"2020-01-23 14:24:36","Conference Paper","10.1063/1.4806859","0094-243X","https://api.elsevier.com/content/abstract/scopus_id/84878516902",1532,,446,451,6,0.86,6,1,7,""
5,"S. Majagi","Optimization of incremental sheet metal forming parameters by design of experiments",2014,"Applied Mechanics and Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84896899702&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84896899702&origin=inward",56,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/AMM.527.111","1660-9336","https://api.elsevier.com/content/abstract/scopus_id/84896899702",527,,111,116,5,0.83,5,1,6,""
4,"G. Zheng","Optimization of hot forming process using data mining techniques and finite element method",2015,"International Journal of Automotive Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84924756107&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84924756107&origin=inward",61,"2020-01-23 14:24:36","Article","10.1007/s12239-015-0035-0","1229-9138","https://api.elsevier.com/content/abstract/scopus_id/84924756107",16,2,329,337,4,0.80,4,1,5,""
3,"B. Saidi","Optimization of the single point incremental forming process for titanium sheets by using response surface",2016,"MATEC Web of Conferences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016133864&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85016133864&origin=inward",68,"2020-01-23 14:24:36","Conference Paper","10.1051/matecconf/20168010011","2261-236X","https://api.elsevier.com/content/abstract/scopus_id/85016133864",80,,,,3,0.75,3,1,4,""
5,"C. Tamasco","Coupled finite element simulation and optimization of single- and multi-stage sheet-forming processes",2013,"Engineering Optimization","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84874079986&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874079986&origin=inward",57,"2020-01-23 14:24:36","Article","10.1080/0305215X.2012.675062","0305-215X","https://api.elsevier.com/content/abstract/scopus_id/84874079986",45,3,357,373,5,0.71,5,1,7,""
6,"R. Valente","Parameter identification and shape optimization: An integrated methodology in metal forming and structural applications",2011,"Optimization and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952483905&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952483905&origin=inward",47,"2020-01-23 14:24:36","Article","10.1007/s11081-010-9126-y","1389-4420","https://api.elsevier.com/content/abstract/scopus_id/79952483905",12,1,129,152,6,0.67,6,1,9,""
4,"L. Qiao","Reverse and optimization of sheet forming parameters based on PSO-RBF surrogate model",2014,"Zhongguo Jixie Gongcheng/China Mechanical Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84908108438&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84908108438&origin=inward",62,"2020-01-23 14:24:36","Article","10.3969/j.issn.1004-132X.2014.19.023","1004-132X","https://api.elsevier.com/content/abstract/scopus_id/84908108438",25,19,2680,2685,4,0.67,4,1,6,""
2,"O. Nejadseyfi","Efficient calculation of uncertainty propagation with an application in robust optimization of forming processes",2017,"AIP Conference Proceedings","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85037709895&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85037709895&origin=inward",83,"2020-01-23 14:24:36","Conference Paper","10.1063/1.5008122","0094-243X","https://api.elsevier.com/content/abstract/scopus_id/85037709895",1896,,,,2,0.67,2,1,3,""
2,"A. Tavakoli","Optimization of circular scan path to produce bowl shapes in 3D laser forming process",2017,"Journal of Laser Applications","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029524528&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029524528&origin=inward",84,"2020-01-23 14:24:36","Article","10.2351/1.5000128","1042-346X","https://api.elsevier.com/content/abstract/scopus_id/85029524528",29,4,,,2,0.67,2,1,3,""
2,"R. Bhatt","Optimization of process parameters during flow forming process and its verification",2017,"Mechanika","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029173644&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029173644&origin=inward",85,"2020-01-23 14:24:36","Article","10.5755/j01.mech.23.4.15138","1392-1207","https://api.elsevier.com/content/abstract/scopus_id/85029173644",23,4,581,587,2,0.67,2,1,3,""
2,"Z. Yao","Optimization of Deformation Energy in Single Point Incremental Forming Processes Using Response Surface Methodology",2017,"Zhongguo Jixie Gongcheng/China Mechanical Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020192955&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020192955&origin=inward",86,"2020-01-23 14:24:36","Article","10.3969/j.issn.1004-132X.2017.07.017","1004-132X","https://api.elsevier.com/content/abstract/scopus_id/85020192955",28,7,862,866,2,0.67,2,1,3,""
6,"V. Watiti","Finite element optimization of deep drawing process forming parameters for magnesium alloys",2010,"International Journal of Material Forming","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78651524839&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78651524839&origin=inward",48,"2020-01-23 14:24:36","Article","10.1007/s12289-010-0716-1","1960-6206","https://api.elsevier.com/content/abstract/scopus_id/78651524839",3,,97,100,6,0.60,6,1,10,""
3,"J. Slota","Wrinkling prediction and optimization of sheet metal forming process by numerical simulation",2015,"Materials Science Forum","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84954285298&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84954285298&origin=inward",69,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/MSF.818.252","0255-5476","https://api.elsevier.com/content/abstract/scopus_id/84954285298",818,,252,255,3,0.60,3,1,5,""
3,"Y. Kiliclar","Numerical optimization of current parameters in combined electromagnetic-classical forming processes",2015,"Key Engineering Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84944249580&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84944249580&origin=inward",70,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/KEM.651-653.1406","1013-9826","https://api.elsevier.com/content/abstract/scopus_id/84944249580",651,,1406,1411,3,0.60,3,1,5,""
3,"J. Wiebenga","Stretching the limits of forming processes by robust optimization: A numerical and experimental demonstrator",2015,"Journal of Materials Processing Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84914141725&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84914141725&origin=inward",71,"2020-01-23 14:24:36","Article","10.1016/j.jmatprotec.2014.11.018","0924-0136","https://api.elsevier.com/content/abstract/scopus_id/84914141725",217,,345,355,3,0.60,3,1,5,""
5,"T. Clees","Statistical analysis and robust optimization of forming processes and forming-to-crash process chains",2010,"International Journal of Material Forming","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78651548978&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78651548978&origin=inward",58,"2020-01-23 14:24:36","Article","10.1007/s12289-010-0703-6","1960-6206","https://api.elsevier.com/content/abstract/scopus_id/78651548978",3,,45,48,5,0.50,5,1,10,""
5,"D. Sanders","Optimization of the friction stir welding process for superplastic forming and improved surface texture for titanium aerospace structures",2010,"Key Engineering Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955337432&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77955337432&origin=inward",59,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/KEM.433.153","1013-9826","https://api.elsevier.com/content/abstract/scopus_id/77955337432",433,,153,167,5,0.50,5,1,10,""
3,"S. Venkatesan","Finite element analysis and optimization of process parameters during stamp forming of composite materials",2014,"IOP Conference Series: Materials Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84907683833&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84907683833&origin=inward",72,"2020-01-23 14:24:36","Conference Paper","10.1088/1757-899X/10/1/012138","1757-8981","https://api.elsevier.com/content/abstract/scopus_id/84907683833",10,1,,,3,0.50,3,1,6,""
2,"Y. Song","Simulation of the head and tail defect forming of 3003 aluminum alloy hot rolling and process optimization",2016,"Suxing Gongcheng Xuebao/Journal of Plasticity Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85014094690&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85014094690&origin=inward",87,"2020-01-23 14:24:36","Article","10.3969/j.issn.1007-2012.2016.04.012","1007-2012","https://api.elsevier.com/content/abstract/scopus_id/85014094690",23,4,76,81,2,0.50,2,1,4,""
2,"C. Ghnatios","Optimization of composite forming processes using nonlinear thermal models and the proper generalized decomposition",2016,"2016 3rd International Conference on Advances in Computational Tools for Engineering Applications, ACTEA 2016","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84991338340&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84991338340&origin=inward",88,"2020-01-23 14:24:36","Conference Paper","10.1109/ACTEA.2016.7560126","","https://api.elsevier.com/content/abstract/scopus_id/84991338340",,,131,136,2,0.50,2,1,4,""
1,"X. Pan","Optimization of flange sliding sleeve forming process based on micro-genetic algorithm",2018,"Suxing Gongcheng Xuebao/Journal of Plasticity Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061732521&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061732521&origin=inward",101,"2020-01-23 14:24:36","Article","10.3969/j.issn.1007-2012.2018.02.013","1007-2012","https://api.elsevier.com/content/abstract/scopus_id/85061732521",25,2,86,90,1,0.50,1,1,2,""
1,"M. Zohoor","Evaluation and optimization of effective parameters in electrohydraulic forming process",2018,"Journal of the Brazilian Society of Mechanical Sciences and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055034084&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055034084&origin=inward",104,"2020-01-23 14:24:36","Article","10.1007/s40430-018-1449-1","1678-5878","https://api.elsevier.com/content/abstract/scopus_id/85055034084",40,11,,,1,0.50,1,1,2,""
4,"S. Stoyanov","Modelling and optimisation study on the fabrication of nano-structures using imprint forming process",2011,"Engineering Computations (Swansea, Wales)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79953200139&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79953200139&origin=inward",64,"2020-01-23 14:24:36","Article","10.1108/02644401111097046","0264-4401","https://api.elsevier.com/content/abstract/scopus_id/79953200139",28,1,93,111,4,0.44,4,1,9,""
3,"H. Li","Multi-objective optimization for laminated steel sheet forming process based on desirability function approach and reliability analysis",2013,"Engineering Computations (Swansea, Wales)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84885989408&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84885989408&origin=inward",73,"2020-01-23 14:24:36","Article","10.1108/EC-08-2012-0179","0264-4401","https://api.elsevier.com/content/abstract/scopus_id/84885989408",30,8,1107,1127,3,0.43,3,1,7,""
3,"Q. Qing","Study on comparison and optimization of sheet forming parameters using kriging interpolation and regression response surface metamodeling techniques",2013,"Zhongguo Jixie Gongcheng/China Mechanical Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84879849761&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879849761&origin=inward",74,"2020-01-23 14:24:36","Article","10.3969/j.issn.1004-132X.2013.11.006","1004-132X","https://api.elsevier.com/content/abstract/scopus_id/84879849761",24,11,,,3,0.43,3,1,7,""
4,"D. Sorgente","The role of the numerical simulation in superplastic forming process analysis and optimization",2010,"Key Engineering Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857044929&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857044929&origin=inward",63,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/KEM.433.225","1013-9826","https://api.elsevier.com/content/abstract/scopus_id/84857044929",433,,225,234,4,0.40,4,1,10,""
2,"S. Chen","Optimisation of forming process for highly drapeable fabrics",2015,"ICCM International Conferences on Composite Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053129168&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053129168&origin=inward",82,"2020-01-23 14:24:36","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85053129168",2015,,,,2,0.40,2,1,5,""
2,"A. Guo","Forming parameters optimisation of biomass cushion packaging material by orthogonal test",2015,"Materials Research Innovations","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84941354780&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84941354780&origin=inward",89,"2020-01-23 14:24:36","Conference Paper","10.1179/1432891714Z.0000000001144","1432-8917","https://api.elsevier.com/content/abstract/scopus_id/84941354780",19,,,,2,0.40,2,1,5,""
2,"Z. Jiang","Multi-objective optimization of process parameters for biological 3D printing composite forming based on SNR and grey correlation degree",2015,"International Journal of Advanced Manufacturing Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84939259032&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84939259032&origin=inward",90,"2020-01-23 14:24:36","Article","10.1007/s00170-015-7036-z","0268-3768","https://api.elsevier.com/content/abstract/scopus_id/84939259032",80,1,549,554,2,0.40,2,1,5,""
3,"M. Wang","Reliability-based robust optimization design for rubber fluid cell forming process",2012,"Beijing Hangkong Hangtian Daxue Xuebao/Journal of Beijing University of Aeronautics and Astronautics","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84867731163&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84867731163&origin=inward",75,"2020-01-23 14:24:36","Article","","1001-5965","https://api.elsevier.com/content/abstract/scopus_id/84867731163",38,8,1064,1069,3,0.38,3,1,8,""
3,"A. Long","Numerical simulation of b-pillar's hot press forming process and its shape optimization",2012,"Applied Mechanics and Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=82355184472&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=82355184472&origin=inward",76,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/AMM.138-139.749","1660-9336","https://api.elsevier.com/content/abstract/scopus_id/82355184472",138,,749,753,3,0.38,3,1,8,""
3,"Z. An","Multi-objective optimization for high strength steel sheet metal forming process based on response surface methodology",2011,"Advanced Materials Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650941233&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78650941233&origin=inward",78,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/AMR.154-155.1223","1022-6680","https://api.elsevier.com/content/abstract/scopus_id/78650941233",154,,1223,1227,3,0.33,3,1,9,""
2,"Z. Jiang","Optimization of process parameters for biological 3D printing forming based on BP neural network and Genetic Algorithm",2014,"Moving Integrated Product Development to Service Clouds in the Global Economy - Proceedings of the 21st ISPE Inc. International Conference on Concurrent Engineering, CE 2014","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929168371&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84929168371&origin=inward",91,"2020-01-23 14:24:36","Conference Paper","10.3233/978-1-61499-440-4-351","","https://api.elsevier.com/content/abstract/scopus_id/84929168371",,,351,358,2,0.33,2,1,6,""
2,"C. Ma","Optimization of stamp forming process for thermoplastic composites",2014,"Research Journal of Applied Sciences, Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84896863132&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84896863132&origin=inward",92,"2020-01-23 14:24:36","Article","10.19026/rjaset.7.433","2040-7459","https://api.elsevier.com/content/abstract/scopus_id/84896863132",7,8,1568,1572,2,0.33,2,1,6,""
2,"S. Wagner","Optimization for process plans in sheet metal forming",2014,"International Journal of Advanced Manufacturing Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84896733905&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84896733905&origin=inward",93,"2020-01-23 14:24:36","Article","10.1007/s00170-013-5515-7","0268-3768","https://api.elsevier.com/content/abstract/scopus_id/84896733905",71,5,973,982,2,0.33,2,1,6,""
2,"N. Wang","Constitutive relationship and parameters optimization of 6181 H18 aluminum alloy hot forming process with synchronous cooling",2014,"Materials Science Forum","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84887519685&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887519685&origin=inward",94,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/MSF.770.324","0255-5476","https://api.elsevier.com/content/abstract/scopus_id/84887519685",770,,324,328,2,0.33,2,1,6,""
1,"S. Junk","Application of 3D (color) printing for the visualization and optimization of complex metal forming processes",2017,"Procedia Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85036639530&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85036639530&origin=inward",106,"2020-01-23 14:24:36","Conference Paper","10.1016/j.proeng.2017.10.1134","1877-7058","https://api.elsevier.com/content/abstract/scopus_id/85036639530",207,,1081,1086,1,0.33,1,1,3,""
1,"V. Dang","POD surrogate models using adaptive sampling space parameters for springback optimization in sheet metal forming",2017,"Procedia Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85036638570&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85036638570&origin=inward",107,"2020-01-23 14:24:36","Conference Paper","10.1016/j.proeng.2017.10.1053","1877-7058","https://api.elsevier.com/content/abstract/scopus_id/85036638570",207,,1588,1593,1,0.33,1,1,3,""
1,"F. Urazbakhtin","Optimization of forming parameters for fiberglass shells of rocket nose cones by a criticality criterion",2017,"Russian Aeronautics","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85021280145&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85021280145&origin=inward",108,"2020-01-23 14:24:36","Article","10.3103/S1068799817010214","1068-7998","https://api.elsevier.com/content/abstract/scopus_id/85021280145",60,1,141,149,1,0.33,1,1,3,""
1,"Z. Li","Analysis and optimization of process parameters in cold roll forming of C-channel steel",2017,"Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019705559&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019705559&origin=inward",109,"2020-01-23 14:24:36","Article","10.11990/jheu.201603043","1006-7043","https://api.elsevier.com/content/abstract/scopus_id/85019705559",38,3,446,451,1,0.33,1,1,3,""
3,"X. Yang","Multi-objective optimization of forming process of sheet metal based on springback control",2010,"Huanan Ligong Daxue Xuebao/Journal of South China University of Technology (Natural Science)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79951786949&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79951786949&origin=inward",77,"2020-01-23 14:24:36","Article","10.3969/j.issn.1000-565X.2010.12.002","1000-565X","https://api.elsevier.com/content/abstract/scopus_id/79951786949",38,12,7,13,3,0.30,3,1,10,""
3,"L. Cheng","Prediction and optimization on springback and process parameters of S-rail forming",2010,"2010 International Conference on Mechanic Automation and Control Engineering, MACE2010","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77956087637&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77956087637&origin=inward",79,"2020-01-23 14:24:36","Conference Paper","10.1109/MACE.2010.5536024","","https://api.elsevier.com/content/abstract/scopus_id/77956087637",,,3822,3826,3,0.30,3,1,10,""
2,"J. Yu","Die structure parameters optimization for multi-way active loading forming of branched shell parts",2012,"Suxing Gongcheng Xuebao/Journal of Plasticity Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863343617&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863343617&origin=inward",95,"2020-01-23 14:24:36","Article","10.3969/j.issn.1007-2012.2012.01.013","1007-2012","https://api.elsevier.com/content/abstract/scopus_id/84863343617",19,1,60,64,2,0.25,2,1,8,""
1,"Y. Cui","Advances in processing and forming of biodegradable magnesium alloy micro-tube: billet grain refinement, process optimization, and technological development",2016,"Cailiao Daobao/Materials Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046234196&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046234196&origin=inward",105,"2020-01-23 14:24:36","Article","10.11896/j.issn.1005-023X.2016.015.024","1005-023X","https://api.elsevier.com/content/abstract/scopus_id/85046234196",30,8,151,156,1,0.25,1,1,4,""
1,"J. Duda","A Multi-agent Approach to Computational Optimization of Metal Forming Processes",2016,"Procedia Computer Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84988891076&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84988891076&origin=inward",110,"2020-01-23 14:24:36","Conference Paper","10.1016/j.procs.2016.08.230","1877-0509","https://api.elsevier.com/content/abstract/scopus_id/84988891076",96,,531,539,1,0.25,1,1,4,""
1,"J. Zhou","Multi-objective optimization of stamping forming process of head based on response surface model",2016,"Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84957794938&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84957794938&origin=inward",112,"2020-01-23 14:24:36","Article","10.13229/j.cnki.jdxbgxb201601031","1671-5497","https://api.elsevier.com/content/abstract/scopus_id/84957794938",46,1,205,212,1,0.25,1,1,4,""
2,"Y. Xu","Control of springback in the forming process of auto inner panels based on intelligent optimization",2011,"Suxing Gongcheng Xuebao/Journal of Plasticity Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=81555204207&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=81555204207&origin=inward",96,"2020-01-23 14:24:36","Article","10.3969/j.issn.1007-2012.2011.05.013","1007-2012","https://api.elsevier.com/content/abstract/scopus_id/81555204207",18,5,64,69,2,0.22,2,1,9,""
